RowNumber,Age,Balance,CreditScore,EstimatedSalary,NumOfProducts,IsActiveMember,Tenure,Geography,Gender,HasCrCard,Exited
3196,29,172693.54,697,141798.98,1,0,0,Germany,Male,0,0
3197,36,129440.3,610,102638.35,2,0,4,France,Male,1,0
3198,36,0,599,13210.56,2,0,4,Spain,Male,0,0
3199,23,96471.2,544,35550.97,1,0,1,France,Male,1,0
3200,46,0,548,104469.06,1,1,1,France,Female,1,1
3201,24,140197.18,635,142935.83,1,1,4,Spain,Male,1,0
3202,20,0,722,195486.28,2,0,6,France,Male,1,0
3203,33,135946.26,564,63170,1,0,4,France,Female,1,0
3204,69,0,719,58320.06,2,1,3,France,Male,1,0
3205,50,81290.02,547,177747.03,3,1,3,Germany,Male,0,1
3206,42,0,850,19632.64,1,0,8,France,Female,1,1
3207,60,113715.36,515,18424.24,1,0,9,Germany,Male,1,1
3208,56,168883.08,667,18897.78,1,1,2,Spain,Male,0,0
3209,36,143421.74,607,97879.02,1,0,8,Germany,Male,1,0
3210,26,153644.39,525,63197.88,1,1,7,France,Male,1,0
3211,53,109330.06,606,75860.01,1,1,1,Spain,Female,1,0
3212,27,115095.88,686,78622.46,2,0,1,Germany,Female,0,0
3213,35,0,611,23598.23,1,1,10,France,Male,1,1
3214,46,183276.32,827,13460.27,1,1,1,Spain,Male,1,0
3215,33,68193.72,572,19998.31,1,0,9,France,Male,1,0
3216,32,0,726,185075.63,2,0,8,France,Female,0,0
3217,31,139729.54,579,135815.38,1,1,6,Germany,Male,0,0
3218,56,98365.33,598,44251.33,1,1,4,Spain,Female,1,0
3219,36,0,663,136349.55,2,0,10,France,Male,1,0
3220,37,122453.97,505,52693.99,2,1,10,Germany,Female,1,0
3221,30,132174.41,576,93767.03,2,0,7,Germany,Male,0,0
3222,24,0,555,197866.55,2,1,2,Spain,Female,0,0
3223,30,0,524,126812.85,2,0,1,France,Male,1,0
3224,39,104349.45,776,79503.05,1,0,2,Spain,Male,0,0
3225,41,138881.04,645,129936.53,1,0,2,Germany,Female,1,1
3226,32,116968.91,850,175094.62,1,0,0,Germany,Female,0,0
3227,35,105346.03,603,130379.5,2,1,1,Germany,Male,1,0
3228,26,136623.19,691,153228,1,0,9,France,Male,1,0
3229,29,0,583,111285.85,2,1,10,France,Female,1,0
3230,66,0,584,49553.38,1,0,5,France,Female,1,1
3231,33,0,679,98015.85,2,1,6,France,Female,1,0
3232,36,124445.52,646,88481.32,1,0,6,France,Male,1,0
3233,34,68999.66,559,66879.27,2,1,5,France,Female,1,0
3234,36,85768.42,595,24802.77,1,1,6,Spain,Male,1,0
3235,47,0,527,21312.16,1,0,1,France,Male,1,1
3236,34,100628,684,190263.78,2,1,9,Spain,Male,1,0
3237,32,0,673,72873.33,1,1,0,Spain,Female,1,0
3238,38,0,802,57764.65,2,1,7,Spain,Male,0,0
3239,54,0,675,110273.84,1,0,6,France,Male,1,1
3240,19,0,762,55500.17,2,0,6,Spain,Female,1,0
3241,50,125647.36,580,57541.08,1,0,0,France,Male,1,1
3242,31,100375.39,621,90384.26,1,1,8,Germany,Female,1,0
3243,36,0,411,120694.35,1,0,10,France,Female,0,0
3244,24,171922.72,815,178028.96,1,1,7,France,Male,0,0
3245,32,146810.99,631,180990.29,2,1,2,Germany,Female,1,0
3246,45,109032.23,514,155407.21,1,1,3,Germany,Female,0,1
3247,57,0,638,33676.48,1,0,6,France,Male,1,1
3248,25,0,791,89666.28,1,0,7,Spain,Male,1,0
3249,35,128653.59,516,127558.26,1,0,5,France,Male,1,0
3250,37,80387.81,734,77272.62,1,1,3,France,Male,0,0
3251,58,0,611,107665.68,2,1,8,France,Male,0,1
3252,43,108508.82,850,184044.8,3,0,0,Germany,Male,1,1
3253,31,155978.17,641,91510.71,1,0,10,France,Male,1,0
3254,38,0,585,87363.56,1,1,5,France,Female,1,0
3255,50,121175.56,552,117505.07,1,0,4,Germany,Male,1,1
3256,29,89349.47,507,180626.68,2,0,4,France,Female,0,0
3257,38,86131.71,735,93478.96,2,0,7,Spain,Male,0,0
3258,58,102346.86,707,114672.64,1,1,3,France,Female,1,0
3259,36,121263.62,698,13387.88,1,1,7,Germany,Female,1,0
3260,31,0,841,173240.52,2,0,2,France,Male,1,0
3261,33,0,688,27557.18,1,0,2,Spain,Female,0,1
3262,51,0,614,5552.37,2,1,3,France,Male,1,0
3263,48,149726.08,511,88307.87,1,0,6,Germany,Male,0,1
3264,43,0,447,33879.26,2,0,2,France,Male,1,1
3265,35,161274.05,738,181429.87,2,0,5,France,Male,1,0
3266,33,0,422,102655.31,2,0,2,France,Female,1,0
3267,30,103138.17,537,96555.42,1,1,1,Spain,Male,1,0
3268,40,109628.44,707,189366.03,1,0,3,Germany,Female,1,0
3269,54,0,690,12847.61,1,0,5,France,Male,1,1
3270,33,97286.16,664,143433.33,2,0,7,Germany,Male,1,0
3271,33,118004.26,850,183983.82,1,0,7,France,Female,1,0
3272,32,85534.83,584,169137.24,1,0,9,Spain,Male,0,0
3273,59,0,728,163365.85,1,1,4,France,Female,1,1
3274,43,95140.44,560,123181.44,2,0,4,Spain,Female,1,1
3275,31,0,629,16447.6,1,1,6,France,Female,1,1
3276,25,0,658,173948.4,2,1,3,France,Male,0,0
3277,54,75900.84,794,192154.66,1,1,1,Germany,Female,1,0
3278,41,126619.27,790,198224.38,1,0,2,France,Female,1,0
3279,44,111833.47,640,67202.74,1,0,7,France,Male,1,0
3280,37,0,652,68789.93,2,0,7,Spain,Male,1,0
3281,57,238387.56,583,147964.99,1,1,3,France,Female,0,1
3282,32,108698.96,775,161069.73,2,1,2,France,Female,1,0
3283,39,112687.69,584,127749.61,1,1,2,France,Female,1,0
3284,48,81556.89,635,191914.37,2,0,4,Germany,Female,1,0
3285,48,136596.85,814,185791.9,1,1,9,France,Male,1,0
3286,43,98807.45,735,184570.04,1,0,9,Germany,Female,0,1
3287,31,0,678,130446.65,2,1,1,France,Female,0,0
3288,37,0,693,82867.55,2,1,1,France,Male,1,0
3289,30,107499.7,640,187632.22,1,1,6,France,Female,1,0
3290,23,0,773,56759.79,2,0,8,Spain,Female,1,0
3291,30,0,736,34180.33,2,0,9,France,Female,1,0
3292,28,0,693,158545.25,2,1,8,France,Female,1,0
3293,41,176024.05,496,182337.98,2,0,1,France,Female,1,0
3294,39,0,751,84175.34,2,1,3,France,Female,1,0
3295,39,127631.62,528,22197.8,1,1,0,Germany,Male,0,1
3296,19,0,754,189641.11,1,0,9,Spain,Female,1,0
3297,26,109819.16,568,154491.39,2,0,10,Germany,Female,1,0
3298,41,138734.94,592,90020.74,1,0,2,Spain,Female,1,0
3299,25,111363.1,558,197264.35,2,0,10,Germany,Male,1,0
3300,34,0,825,31933.06,2,1,9,France,Male,1,0
3301,28,143988,677,8755.69,2,0,0,Germany,Male,1,1
3302,34,118838.75,653,52820.13,1,1,5,France,Male,1,0
3303,35,161637.75,593,20008.46,1,1,4,Spain,Male,1,0
3304,44,133793.89,632,34607.14,1,1,3,France,Female,1,1
3305,35,71553.83,601,177384.45,1,0,8,Germany,Male,1,0
3306,62,0,786,165702.64,1,1,8,France,Female,1,0
3307,40,0,654,167889.1,2,0,3,France,Female,1,0
3308,38,0,572,133122.62,2,1,7,France,Female,1,0
3309,62,64667.95,813,140454.14,2,1,10,France,Female,0,0
3310,28,121164.11,523,59938.81,1,1,2,France,Female,1,0
3311,50,0,506,12016.79,2,0,3,Spain,Male,1,0
3312,72,98903.06,513,81251.24,1,1,3,Spain,Male,1,0
3313,31,104158.84,664,134169.85,1,0,7,France,Female,1,0
3314,54,0,684,94888.6,2,1,6,France,Male,1,0
3315,63,139529.93,608,175696.16,2,1,3,Spain,Female,1,1
3316,25,0,527,96758.58,2,1,6,France,Female,0,0
3317,53,64646.7,666,128019.48,1,0,5,France,Male,1,1
3318,71,0,779,146895.36,2,1,3,France,Male,1,1
3319,40,0,629,139356.3,2,1,6,France,Female,1,0
3320,35,118894.22,430,2923.61,1,0,1,France,Male,0,0
3321,24,0,712,121232.51,1,1,2,France,Male,0,0
3322,30,0,682,2053.42,2,1,9,France,Male,1,0
3323,41,68213.99,634,6382.46,1,1,8,France,Female,1,0
3324,31,0,487,158750.13,2,0,1,Spain,Female,1,0
3325,47,139196,808,74028.36,1,1,8,Spain,Male,0,0
3326,32,0,527,44099.75,2,1,7,France,Female,1,0
3327,50,126345.55,637,17323,1,1,4,Germany,Male,0,1
3328,40,0,802,175043.69,2,1,5,Spain,Male,1,0
3329,38,0,529,146388.85,1,0,2,France,Female,1,1
3330,43,0,850,2465.8,2,0,3,France,Female,0,0
3331,18,0,738,47799.15,2,1,4,France,Male,1,0
3332,34,129278.43,817,165562.84,1,0,5,France,Male,0,0
3333,31,119558.35,735,72927.68,1,0,3,France,Male,0,0
3334,41,92467.58,619,38270.47,1,0,5,Germany,Female,1,0
3335,27,0,671,120893.07,2,0,5,France,Male,0,0
3336,31,0,581,188377.21,2,0,6,Spain,Female,1,0
3337,36,0,690,55902.93,2,0,10,Spain,Male,1,0
3338,56,99340.83,579,4523.74,1,0,4,Spain,Male,0,1
3339,24,0,688,102195.16,2,1,3,Spain,Female,1,0
3340,28,126833.79,599,60843.09,2,0,4,Spain,Female,1,1
3341,29,109676.52,729,25548.47,1,1,5,Germany,Male,1,0
3342,29,0,718,134462.29,1,1,3,France,Female,0,0
3343,53,134729.99,712,132702.64,2,1,6,Germany,Male,1,0
3344,37,98431.37,474,75698.44,1,0,3,France,Male,0,0
3345,33,130368.31,565,105642.43,2,0,8,Germany,Male,1,0
3346,31,123974.96,658,102153.75,1,0,7,France,Female,1,0
3347,63,138082.16,714,166677.54,1,1,4,France,Male,0,0
3348,45,129855.32,725,24218.65,1,0,1,France,Male,0,0
3349,40,132308.22,825,117122.5,1,0,6,France,Male,0,0
3350,45,155447.65,665,51871.95,2,0,5,Germany,Female,1,1
3351,35,124268.64,670,84321.03,2,1,2,Spain,Male,0,0
3352,34,176311.36,474,160213.27,1,0,9,Germany,Female,1,0
3353,40,99886.42,591,88695.19,2,1,2,France,Male,1,0
3354,31,0,508,6123.15,2,1,7,France,Female,1,0
3355,36,0,695,167749.54,2,1,2,France,Female,0,0
3356,24,85089.3,660,71638,1,1,5,Germany,Male,1,0
3357,41,134318.21,687,198064.52,2,1,10,Germany,Male,1,0
3358,29,75395.53,658,54914.92,2,1,5,Germany,Male,0,0
3359,33,116765.7,705,190659.17,1,0,5,Germany,Female,0,1
3360,60,0,739,51637.67,1,1,4,Spain,Male,1,0
3361,38,111501.66,844,119333.38,1,1,7,France,Male,1,0
3362,48,76595.08,602,127095.14,2,0,7,Germany,Female,0,0
3363,33,160541.36,759,93541.14,2,0,9,France,Female,0,0
3364,38,129728.6,747,89289.54,1,0,2,Germany,Male,1,0
3365,47,0,673,108762.16,2,0,1,France,Male,0,0
3366,34,130929.02,671,28238.25,4,1,5,Spain,Female,1,1
3367,74,116800.25,640,34130.43,1,1,2,Germany,Female,1,0
3368,40,101016.53,581,7926.35,1,1,0,Germany,Male,0,1
3369,67,0,630,27330.27,2,1,5,France,Male,1,0
3370,33,190566.65,703,79997.14,1,1,8,France,Female,1,0
3371,47,0,698,50213.81,1,0,6,Spain,Female,1,1
3372,43,97067.69,742,60920.03,1,1,6,Germany,Female,0,1
3373,37,92208.54,652,197699.8,1,1,4,France,Female,0,1
3374,37,186347.97,644,92809.73,2,0,2,France,Male,1,0
3375,55,103176.62,735,163516.16,1,1,2,Spain,Male,0,0
3376,58,0,777,62449.07,1,1,4,France,Female,1,1
3377,40,77270.08,644,115800.1,2,1,4,Germany,Female,1,1
3378,37,111911.63,665,110359.68,1,1,3,Germany,Female,1,1
3379,72,94216.05,529,78695.68,1,1,5,Germany,Male,1,0
3380,45,0,803,128378.04,2,1,7,Spain,Female,1,0
3381,26,0,604,155248.62,2,0,3,Spain,Female,1,0
3382,49,106770.82,738,123499.27,1,0,6,France,Male,1,0
3383,72,138089.97,655,99920.41,2,1,5,Germany,Female,1,0
3384,39,133191.19,698,53289.49,2,1,9,Germany,Male,0,0
3385,66,0,775,67622.34,2,1,9,France,Female,1,0
3386,41,74135.85,735,11783.1,1,1,7,France,Male,1,1
3387,41,99208.46,766,62402.38,2,0,6,Spain,Male,1,0
3388,84,92242.34,537,186235.98,1,1,8,Germany,Male,1,0
3389,25,108380.72,599,79005.95,1,1,7,Germany,Male,1,0
3390,55,91893.32,420,144870.28,1,0,4,Spain,Female,1,1
3391,32,85757.93,674,95481,1,1,7,France,Female,1,0
3392,46,0,570,820.46,2,0,3,France,Female,0,0
3393,33,96759.42,623,174777.98,1,1,8,Germany,Male,1,0
3394,30,0,710,8991.17,2,1,6,France,Male,1,0
3395,29,0,466,2797.27,2,1,6,France,Male,1,0
3396,22,0,759,22303.17,1,0,5,France,Female,1,0
3397,71,0,581,197562.08,2,1,4,France,Male,1,0
3398,33,132150.26,820,23067.97,2,0,2,France,Male,1,0
3399,41,0,759,190294.12,2,1,9,France,Male,0,0
3400,31,175443.75,628,113167.17,1,0,6,France,Female,1,1
3401,31,78990.15,676,124777.14,1,1,3,France,Male,1,0
3402,33,113743.37,591,124625.08,1,0,4,France,Female,1,0
3403,26,157624.84,690,49599.27,1,1,5,France,Female,1,0
3404,62,125163.62,624,151411.5,2,1,7,France,Female,1,0
3405,23,0,573,122964.18,1,0,2,France,Female,1,0
3406,60,0,694,57088.97,1,1,9,France,Male,1,0
3407,29,80922.75,632,7820.78,1,0,7,Spain,Female,1,0
3408,40,193354.86,632,149188.41,2,0,3,France,Male,1,0
3409,40,107648.94,832,134638.97,2,1,9,Germany,Female,1,0
3410,46,131769.04,598,184980.23,1,0,7,Germany,Female,0,1
3411,36,138992.48,430,122373.42,2,0,1,Germany,Male,0,0
3412,37,113899.92,711,80215.2,1,0,8,France,Female,0,0
3413,26,114450.32,582,14081.64,1,1,6,Germany,Male,1,0
3414,39,0,605,199390.45,2,0,3,France,Male,1,0
3415,37,0,657,7667.48,2,1,2,France,Female,1,0
3416,40,63609.92,578,74965.61,1,0,6,Spain,Male,0,1
3417,38,0,532,30583.95,2,0,9,France,Male,0,0
3418,42,75497.51,612,149682.78,1,0,10,France,Female,0,0
3419,42,0,792,92664.09,2,0,2,France,Female,1,0
3420,26,0,674,138423.1,2,1,10,France,Female,1,0
3421,31,0,680,3148.2,2,1,1,France,Male,1,0
3422,39,117704.73,593,197933.5,1,0,0,France,Female,1,0
3423,35,130463.55,679,37341.17,2,1,1,Germany,Male,1,0
3424,32,46161.18,493,79577.4,1,1,8,Spain,Male,1,0
3425,42,0,688,197602.29,2,0,5,Spain,Male,0,0
3426,43,110182.54,769,87537.32,2,1,4,Germany,Male,1,0
3427,49,0,581,41623.59,2,0,10,Spain,Male,0,0
3428,41,117221.15,465,168280.95,1,0,9,France,Male,1,0
3429,35,0,641,125986.18,2,0,4,France,Female,0,0
3430,43,79120.27,731,548.52,1,0,9,Germany,Female,0,1
3431,37,177069.24,625,96088.54,2,1,1,France,Male,1,0
3432,36,61636.97,468,107787.42,1,0,3,France,Male,0,0
3433,26,0,790,20510.79,1,0,5,France,Male,1,0
3434,37,104414.03,587,192026.02,1,0,6,Germany,Female,1,0
3435,66,159732.02,692,118188.15,1,1,4,France,Male,1,0
3436,34,89437.03,676,189540.95,1,1,4,Germany,Female,1,0
3437,41,0,571,63736.17,1,1,8,France,Male,1,0
3438,32,0,700,95740.37,1,0,3,France,Female,0,0
3439,30,0,445,127939.19,2,1,3,France,Female,1,0
3440,36,142400.77,746,193438.69,1,1,7,France,Male,1,0
3441,47,88011.4,722,90655.94,1,1,2,France,Female,1,1
3442,36,0,596,12067.39,2,1,2,France,Male,1,0
3443,30,154870.28,850,54191.38,1,1,8,Germany,Female,1,0
3444,46,0,597,58667.16,2,0,4,Spain,Female,1,1
3445,43,0,436,35687.43,2,1,5,Spain,Male,1,0
3446,28,118402.25,660,14288.93,2,0,1,Germany,Male,1,0
3447,37,87374.88,649,247.36,2,1,9,France,Male,1,0
3448,32,105397.8,646,78111.84,1,0,8,Germany,Male,1,1
3449,31,125341.69,560,79547.39,1,0,5,Spain,Female,1,0
3450,49,129164.88,710,193266.72,1,1,10,Germany,Male,1,0
3451,40,141004.46,513,105028.46,1,0,3,France,Male,1,0
3452,21,0,607,116106.52,2,0,0,France,Female,1,0
3453,57,89079.41,757,53179.21,1,1,3,France,Male,1,1
3454,40,103604.31,619,140947.05,2,0,9,Germany,Male,0,0
3455,24,182705.05,612,171837.06,1,1,1,France,Male,1,0
3456,29,0,842,123437.05,2,1,8,France,Male,1,0
3457,33,94598.48,713,197519.66,1,0,6,France,Male,0,1
3458,36,188241.05,657,183058.51,2,0,8,Spain,Male,0,1
3459,37,0,770,22710.72,2,0,9,France,Female,0,0
3460,40,0,773,69303.15,2,1,10,France,Female,0,0
3461,39,117469.91,470,63705.9,2,0,5,Germany,Male,0,0
3462,35,80790.74,781,116429.51,1,0,4,Spain,Male,1,0
3463,62,107735.93,428,58381.77,1,1,1,France,Female,0,0
3464,43,133379.41,600,177378.66,1,0,8,Germany,Male,1,1
3465,37,168066.87,697,35450.53,1,0,7,Spain,Female,1,0
3466,43,69014.49,692,164621.43,2,0,2,Germany,Female,0,0
3467,28,0,791,174435.48,1,0,4,France,Male,1,0
3468,42,98548.62,538,94047.75,2,1,1,Germany,Female,0,0
3469,49,0,820,119087.25,2,1,1,France,Female,1,0
3470,26,76554.06,679,184800.27,1,1,3,Spain,Female,1,0
3471,36,0,649,75035.48,2,1,2,France,Female,0,0
3472,27,107375.82,632,62703.38,1,1,3,France,Female,1,0
3473,40,122417.17,594,190882.69,2,1,9,France,Male,0,0
3474,42,0,682,91981.85,1,1,0,France,Female,0,1
3475,33,97188.62,720,91881.29,1,0,6,Spain,Male,0,0
3476,31,61297.05,769,7118.02,2,1,4,France,Male,1,0
3477,30,112666.67,746,11710.4,1,0,1,Spain,Male,0,1
3478,40,0,623,25904.12,1,1,7,Spain,Female,1,0
3479,28,157842.07,537,86911.49,1,0,3,France,Male,1,0
3480,46,91443.75,468,10958.18,1,0,7,France,Male,1,0
3481,30,110148.49,588,5790.9,1,0,0,Germany,Female,1,1
3482,34,53299.96,729,42855.97,2,1,9,Spain,Female,1,0
3483,37,0,543,78915.68,2,1,3,Spain,Male,1,0
3484,39,0,499,81409,2,1,6,Spain,Male,1,0
3485,28,70233.74,784,179252.73,2,1,2,Germany,Male,1,0
3486,33,0,604,42171.13,1,0,3,France,Male,1,1
3487,25,75212.28,614,58965.04,1,0,10,Spain,Female,1,0
3488,31,41299.03,671,102681.32,1,1,7,France,Female,0,0
3489,35,83286.56,587,125553.52,1,0,3,Spain,Female,1,0
3490,43,0,593,53478.02,2,0,10,Spain,Male,0,0
3491,29,0,453,198376.02,1,0,6,France,Male,0,1
3492,35,85668.59,570,105525.36,1,0,6,Germany,Male,1,0
3493,45,57327.04,655,47349,1,1,7,France,Female,0,0
3494,47,0,632,178822.32,2,0,3,Spain,Male,1,0
3495,37,69609.85,681,72127.83,1,1,7,France,Female,1,0
3496,46,129269.27,591,163504.33,1,0,4,Germany,Male,1,0
3497,27,0,779,190623.02,2,1,1,France,Male,1,0
3498,63,165350.61,456,140758.07,2,0,1,France,Female,0,1
3499,41,152105.57,686,132374.41,2,1,7,France,Female,0,0
3500,74,0,617,53949.98,2,1,10,France,Male,1,0
3501,32,106290.64,850,121982.73,1,0,5,France,Female,1,0
3502,30,100548.67,646,136983.77,2,0,10,Germany,Female,0,0
3503,46,106344.95,735,114371.33,1,0,2,Germany,Male,1,1
3504,35,137482.19,543,62389.35,1,0,5,France,Male,0,0
3505,37,116465.53,490,24435.77,1,1,3,France,Female,0,0
3506,45,0,640,10908.33,1,1,1,France,Male,1,0
3507,45,0,445,90977.48,2,1,10,Spain,Male,0,0
3508,36,127637.92,761,81062.93,1,1,9,France,Male,1,0
3509,34,0,426,61230.83,2,1,3,France,Female,1,0
3510,37,0,777,126837.72,1,1,1,France,Male,1,0
3511,35,81951.74,534,115668.53,2,0,2,France,Male,1,0
3512,42,147531.82,777,38819.45,1,1,5,France,Female,1,0
3513,18,0,806,86994.54,2,1,3,Spain,Male,1,0
3514,33,135120.72,790,195204.99,1,0,10,France,Female,0,0
3515,32,0,643,131301.74,1,0,2,Spain,Female,0,0
3516,37,0,584,100835.19,2,1,8,Spain,Female,0,0
3517,34,0,638,198969.78,2,1,7,France,Female,1,0
3518,18,0,771,41542.95,2,0,1,Spain,Male,0,0
3519,39,0,600,118272.07,2,0,5,France,Female,0,0
3520,41,28082.95,661,69586.27,1,0,5,Spain,Female,1,1
3521,43,0,554,149629.13,2,0,10,France,Female,1,1
3522,49,111087.5,627,146680.25,1,1,4,Spain,Male,0,0
3523,38,0,659,132809.18,2,1,9,France,Female,1,0
3524,35,127120.07,835,28707.69,1,0,6,France,Male,1,0
3525,35,115651.6,763,104706.29,2,1,7,France,Female,1,0
3526,31,77743.01,625,75335.68,2,0,4,Germany,Male,1,0
3527,30,0,799,136827.96,2,0,9,France,Female,1,0
3528,69,71996.09,849,139065.94,1,1,7,France,Male,1,0
3529,28,61581.97,692,70179.91,1,1,5,France,Male,1,0
3530,24,0,623,116160.04,2,0,5,France,Female,1,0
3531,42,0,453,83008.49,3,0,5,Spain,Female,1,1
3532,84,87873.39,408,188484.52,1,0,8,France,Female,0,1
3533,37,105617.73,778,133699.82,2,1,0,Germany,Female,1,1
3534,42,0,695,72172.13,1,1,5,France,Female,0,1
3535,44,148770.61,677,191057.76,2,1,4,Germany,Female,1,0
3536,37,94901.09,662,48233.75,1,1,5,Spain,Male,1,0
3537,29,174851.9,534,79178.31,1,1,7,France,Male,1,0
3538,59,0,602,162347.05,2,1,7,France,Male,1,0
3539,43,120847.11,554,7611.61,1,0,2,Germany,Female,1,1
3540,42,0,667,88890.05,1,0,6,France,Male,1,0
3541,43,0,672,63833.09,1,0,5,France,Male,0,0
3542,67,103267.8,838,78310.04,1,1,4,Spain,Female,1,0
3543,34,109699.08,692,37898.91,1,1,4,Spain,Female,1,0
3544,49,135133.39,675,179521.24,1,1,8,France,Male,0,1
3545,33,0,731,130726.96,1,0,1,Spain,Male,1,0
3546,32,137649.47,468,198714.29,1,0,8,France,Female,0,0
3547,43,113567.94,542,89543.25,1,0,6,Spain,Male,1,0
3548,35,0,662,2423.9,2,0,6,Spain,Female,0,1
3549,37,141547.26,770,180326.83,2,1,5,Germany,Male,0,0
3550,61,62055.17,675,166305.16,3,0,5,France,Female,1,1
3551,51,131156.76,647,29883.63,1,0,4,Germany,Male,1,0
3552,31,134837.58,604,192029.19,1,0,6,France,Male,1,0
3553,39,0,833,1710.89,2,0,3,France,Female,1,0
3554,40,104784.23,741,135163.76,1,0,4,Spain,Male,1,1
3555,36,0,658,84927.42,2,1,1,Spain,Male,0,0
3556,36,156948.41,528,149912.28,1,1,1,France,Female,1,1
3557,60,147751.75,590,88206.04,1,0,6,France,Female,1,1
3558,34,124619.33,675,163667.56,2,1,1,France,Male,0,0
3559,41,124182.21,765,100153.43,1,0,4,France,Male,0,0
3560,64,142028.36,650,32275.09,1,0,7,France,Female,1,1
3561,44,0,817,65501.91,1,0,8,France,Male,0,1
3562,31,125837.86,699,189392.66,2,0,10,Germany,Female,1,0
3563,34,117160.32,495,116069.24,1,1,9,Germany,Female,1,1
3564,61,0,491,139861.53,2,1,8,Spain,Female,0,0
3565,51,97565.74,847,144184.06,1,0,5,France,Male,0,1
3566,30,0,676,157888.5,2,1,5,Spain,Female,0,0
3567,25,104833.79,746,71911.3,1,0,3,Spain,Female,0,0
3568,31,101675.22,470,45033.75,2,0,2,Spain,Female,1,0
3569,20,0,714,150465.93,2,1,3,Spain,Male,0,0
3570,50,0,695,126381.6,1,0,8,France,Female,1,1
3571,46,174701.05,674,90189.72,1,0,2,France,Male,1,1
3572,36,71142.77,664,122433.09,2,0,6,Germany,Male,1,0
3573,31,108805.42,697,123825.83,2,1,3,Germany,Male,0,0
3574,68,0,670,11426.7,2,1,4,France,Male,1,0
3575,32,0,541,114951.42,1,1,4,France,Female,1,0
3576,66,116037.76,640,184636.05,1,1,9,France,Female,0,0
3577,28,0,647,91055.27,2,1,8,France,Male,1,0
3578,23,80673.96,757,93991.65,2,0,2,France,Male,1,0
3579,39,124640.51,704,116511.12,1,0,1,Germany,Female,1,1
3580,31,182275.23,778,190631.23,2,0,9,Germany,Male,1,0
3581,41,98635.77,639,199970.74,1,0,5,Germany,Female,1,0
3582,33,0,637,139947.17,2,0,5,France,Male,1,0
3583,35,0,686,8816.37,1,0,4,France,Male,1,0
3584,43,79757.21,577,135650.72,1,0,8,Spain,Male,1,1
3585,28,53053.76,506,24577.34,1,1,8,Germany,Male,0,0
3586,28,120911.75,757,131249.46,2,1,7,France,Male,1,0
3587,55,115285.85,826,140126.17,1,0,4,France,Male,1,0
3588,41,0,721,168219.75,2,0,2,France,Male,1,0
3589,40,221532.8,489,171867.08,1,0,3,Spain,Male,1,0
3590,51,105056.13,446,70613.52,1,0,4,France,Female,0,0
3591,37,88363.03,677,117946.3,1,1,3,France,Male,0,0
3592,29,123757.52,769,84872.66,2,0,2,France,Male,1,0
3593,56,123959.97,677,60590.72,1,1,5,Spain,Male,1,1
3594,62,114822.64,555,8444.5,1,1,10,Germany,Female,0,0
3595,37,145219.3,652,159132.83,1,0,9,Germany,Female,1,0
3596,32,106807.64,722,76998.69,1,1,5,Germany,Female,1,0
3597,36,148159.71,643,55835.66,1,0,0,France,Male,0,0
3598,40,99745.95,796,177524.19,1,0,1,Germany,Female,1,0
3599,37,156282.79,720,45985.52,1,0,8,Germany,Female,1,0
3600,41,0,613,60297.72,2,0,7,France,Male,1,0
3601,57,0,506,194421.12,2,1,6,France,Female,0,1
3602,50,0,608,93568.77,1,0,6,France,Male,1,1
3603,77,0,667,34702.92,1,1,2,Spain,Male,1,0
3604,47,121376.15,750,54473.6,2,0,7,France,Female,1,1
3605,33,111582.11,610,113943.17,1,0,4,France,Male,0,0
3606,34,129417.82,588,153727.32,1,0,10,Germany,Female,1,0
3607,26,0,479,19116.97,2,1,1,France,Female,1,0
3608,37,0,682,112554.68,2,1,5,France,Male,0,0
3609,36,0,677,47318.75,1,0,7,France,Female,1,0
3610,40,94607.08,850,36690.49,1,0,6,Germany,Male,1,0
3611,56,131368.3,580,106918.67,1,0,1,France,Female,1,1
3612,21,166883.07,746,194563.65,2,1,8,France,Female,0,0
3613,37,0,635,91086.73,2,0,3,Spain,Female,1,0
3614,25,172812.72,664,108008.65,2,1,6,Germany,Male,1,0
3615,36,126606.63,558,172363.52,2,1,0,Germany,Female,1,0
3616,46,134950.19,415,178587.36,3,0,9,France,Male,0,1
3617,60,96956.1,798,31907.44,1,0,6,France,Female,1,1
3618,29,107601.79,792,18922.18,1,0,4,Germany,Female,1,1
3619,46,92060.06,489,147222.95,1,0,8,Germany,Female,1,1
3620,33,0,730,1474.79,2,0,0,France,Male,1,0
3621,41,0,773,24924.92,2,1,4,France,Male,1,0
3622,36,137688.71,711,46884.1,1,1,9,France,Male,1,0
3623,55,85845.43,592,128918.42,2,1,8,Spain,Male,1,0
3624,27,125552.96,695,105291.26,1,0,6,Germany,Male,1,0
3625,33,167298.42,640,145381.65,1,1,1,France,Female,0,0
3626,31,55732.92,470,103792.53,2,1,4,Spain,Male,1,0
3627,37,110689.07,789,71121.04,1,1,6,Germany,Female,1,1
3628,39,98544.11,604,52327.57,1,1,7,Spain,Female,1,0
3629,35,178317.6,493,197428.64,1,0,8,Germany,Female,0,0
3630,48,115713.84,671,83210.84,2,0,8,France,Female,0,0
3631,46,143267.14,656,193099.43,2,0,9,France,Male,0,0
3632,19,89750.21,739,193008.52,1,0,5,Spain,Male,1,0
3633,26,116576.45,560,157567.37,1,0,3,Spain,Female,1,0
