 sex, workclass, race, education, native-country, marital-status, occupation, relationship, education-num, fnlwgt, capital-gain, capital-loss, hours-per-week,age, income
 Male, Private, White, Some-college, United-States, Never-married, Other-service, Not-in-family,10,215395,0,1602,10,22, <=50K
 Male, Local-gov, White, Masters, United-States, Married-civ-spouse, Prof-specialty, Husband,14,30682,0,0,50,50, <=50K
 Female, Federal-gov, Other, Bachelors, United-States, Never-married, Prof-specialty, Not-in-family,13,29591,0,0,40,24, <=50K
 Female, Private, White, Bachelors, United-States, Divorced, Tech-support, Not-in-family,13,215392,0,0,40,36, <=50K
 Female, Private, White, HS-grad, United-States, Married-civ-spouse, Machine-op-inspct, Wife,9,110554,4386,0,40,31, >50K
 Male, Self-emp-not-inc, White, Some-college, El-Salvador, Married-civ-spouse, Craft-repair, Husband,10,133584,0,0,40,42, <=50K
 Female, Private, White, 7th-8th, United-States, Divorced, Sales, Unmarried,4,210438,0,0,40,38, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Exec-managerial, Husband,9,256916,0,0,40,52, <=50K
 Male, Private, White, 10th, United-States, Divorced, Craft-repair, Not-in-family,6,73541,0,0,40,46, <=50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Craft-repair, Husband,10,109952,0,0,60,23, <=50K
 Male, Private, White, 5th-6th, United-States, Married-civ-spouse, Sales, Husband,3,197975,0,0,51,54, <=50K
 Female, Private, Black, HS-grad, United-States, Never-married, Adm-clerical, Not-in-family,9,401723,0,0,40,27, <=50K
 Female, Private, White, Bachelors, United-States, Separated, Other-service, Not-in-family,13,179524,0,0,50,42, <=50K
 Male, State-gov, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,296282,0,0,40,33, <=50K
 Female, Private, White, Assoc-acdm, United-States, Never-married, Exec-managerial, Not-in-family,12,145844,0,0,50,19, <=50K
 Female, Private, White, 11th, United-States, Married-civ-spouse, Other-service, Wife,7,191965,3908,0,28,59, <=50K
 Female, Private, White, HS-grad, United-States, Widowed, Other-service, Unmarried,9,96792,0,0,32,54, <=50K
 Male, Private, White, 7th-8th, United-States, Married-civ-spouse, Transport-moving, Husband,4,185041,0,1672,55,48, <=50K
 Male, ?, White, Some-college, United-States, Never-married, ?, Own-child,10,233779,0,0,60,19, <=50K
 Female, Private, White, HS-grad, United-States, Divorced, Adm-clerical, Not-in-family,9,347834,0,0,40,45, <=50K
 Male, Private, White, Bachelors, United-States, Never-married, Exec-managerial, Not-in-family,13,215373,0,0,70,36, <=50K
 Male, Self-emp-not-inc, White, Assoc-acdm, United-States, Married-civ-spouse, Craft-repair, Husband,12,169426,0,0,40,35, <=50K
 Female, Private, White, Some-college, United-States, Divorced, Adm-clerical, Not-in-family,10,202856,0,0,36,47, <=50K
 Male, Private, White, Bachelors, United-States, Never-married, Exec-managerial, Not-in-family,13,50276,0,0,40,33, <=50K
 Male, Self-emp-not-inc, White, Bachelors, United-States, Married-civ-spouse, Prof-specialty, Husband,13,187454,0,0,40,48, <=50K
 Female, Private, Black, HS-grad, United-States, Separated, Craft-repair, Unmarried,9,126098,0,0,40,42, <=50K
 Male, Private, White, Some-college, United-States, Never-married, Other-service, Own-child,10,250639,0,0,24,19, <=50K
 Male, Self-emp-inc, White, Bachelors, United-States, Married-civ-spouse, Prof-specialty, Husband,13,195366,0,0,40,64, <=50K
 Male, Self-emp-not-inc, White, Bachelors, United-States, Married-civ-spouse, Farming-fishing, Husband,13,186845,0,0,8,51, <=50K
 Male, Federal-gov, White, HS-grad, United-States, Never-married, Adm-clerical, Other-relative,9,119156,0,0,20,20, <=50K
 Male, Private, White, HS-grad, Puerto-Rico, Never-married, Other-service, Not-in-family,9,162343,0,0,40,28, <=50K
 Male, Private, White, Masters, Greece, Married-civ-spouse, Exec-managerial, Husband,14,108435,0,1902,50,52, >50K
 Male, Self-emp-not-inc, White, Some-college, United-States, Never-married, Craft-repair, Not-in-family,10,394927,0,0,45,29, <=50K
 Male, Private, White, Bachelors, United-States, Separated, Sales, Not-in-family,13,172281,0,0,40,51, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Prof-specialty, Husband,9,370767,0,2377,60,36, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Sales, Husband,13,352005,15024,0,45,43, >50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Exec-managerial, Husband,10,165681,0,0,40,52, <=50K
 Male, Private, White, HS-grad, United-States, Divorced, Craft-repair, Not-in-family,9,258819,0,0,40,50, >50K
 Male, Private, White, Some-college, United-States, Divorced, Other-service, Not-in-family,10,130793,0,0,30,25, <=50K
 Female, Private, Black, Assoc-acdm, Jamaica, Never-married, Adm-clerical, Unmarried,12,118909,0,0,40,36, <=50K
 Female, Private, White, Some-college, United-States, Married-civ-spouse, Exec-managerial, Wife,10,202466,0,0,60,44, <=50K
 Male, Private, Black, 10th, United-States, Married-spouse-absent, Transport-moving, Not-in-family,6,161558,0,0,45,47, <=50K
 Male, Private, White, HS-grad, United-States, Divorced, Craft-repair, Own-child,9,188246,0,0,40,32, <=50K
 Male, Private, Asian-Pac-Islander, Masters, South, Never-married, Prof-specialty, Unmarried,14,160120,0,0,40,37, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Adm-clerical, Husband,9,144594,2829,0,40,40, <=50K
 Male, Self-emp-not-inc, White, HS-grad, United-States, Married-civ-spouse, Sales, Husband,9,123429,0,0,60,34, <=50K
 Male, Self-emp-inc, White, Some-college, United-States, Married-civ-spouse, Sales, Husband,10,340110,0,0,50,35, >50K
 Male, Private, White, Some-college, El-Salvador, Never-married, Prof-specialty, Own-child,10,523067,0,0,3,26, <=50K
 Male, Self-emp-not-inc, White, Bachelors, United-States, Married-civ-spouse, Farming-fishing, Husband,13,113513,0,0,50,49, <=50K
 Male, ?, White, Bachelors, United-States, Married-civ-spouse, ?, Husband,13,186809,0,0,30,63, >50K
 Male, Self-emp-not-inc, White, Bachelors, United-States, Married-spouse-absent, Prof-specialty, Not-in-family,13,320421,0,0,25,46, <=50K
 Male, Local-gov, Black, Some-college, United-States, Never-married, Adm-clerical, Own-child,10,295589,0,0,40,31, <=50K
 Male, Private, White, Assoc-voc, United-States, Never-married, Craft-repair, Not-in-family,11,370548,0,0,30,22, <=50K
 Female, Private, White, Some-college, United-States, Never-married, Other-service, Not-in-family,10,120572,0,0,12,20, <=50K
 Male, Private, White, Doctorate, United-States, Never-married, Exec-managerial, Not-in-family,16,110977,0,0,40,52, >50K
 Female, Private, Black, Some-college, United-States, Never-married, Adm-clerical, Not-in-family,10,55860,0,0,40,26, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Exec-managerial, Husband,13,158800,0,0,50,34, >50K
 Male, Private, White, 9th, United-States, Never-married, Machine-op-inspct, Not-in-family,5,131568,0,0,40,31, <=50K
 Female, Private, White, HS-grad, United-States, Divorced, Sales, Unmarried,9,173613,0,0,30,46, <=50K
 Male, Private, White, 7th-8th, Mexico, Married-civ-spouse, Machine-op-inspct, Husband,4,216867,0,0,40,22, <=50K
 Male, Private, White, Assoc-voc, United-States, Never-married, Craft-repair, Own-child,11,104089,0,0,40,38, <=50K
 Male, Private, White, HS-grad, Ecuador, Married-civ-spouse, Sales, Husband,9,208106,0,0,40,35, <=50K
 Male, State-gov, White, Some-college, United-States, Never-married, Protective-serv, Not-in-family,10,340269,0,0,40,27, <=50K
 Male, Private, White, Assoc-acdm, United-States, Married-civ-spouse, Exec-managerial, Husband,12,236246,0,0,40,27, <=50K
 Female, Private, White, Some-college, Cuba, Divorced, Sales, Unmarried,10,213408,0,0,40,46, <=50K
 Female, ?, White, HS-grad, United-States, Never-married, ?, Not-in-family,9,84232,0,0,4,40, <=50K
 Male, Private, White, Some-college, Thailand, Never-married, Adm-clerical, Own-child,10,302945,0,0,10,19, <=50K
 Male, ?, White, HS-grad, United-States, Married-civ-spouse, ?, Husband,9,28197,0,0,60,69, >50K
 Male, Private, White, Some-college, United-States, Never-married, Other-service, Own-child,10,262749,0,0,35,20, <=50K
 Male, Federal-gov, White, Bachelors, United-States, Married-civ-spouse, Protective-serv, Husband,13,198265,0,0,60,34, <=50K
 Male, Private, White, Masters, United-States, Married-civ-spouse, Exec-managerial, Husband,14,170871,0,0,45,49, >50K
 Male, Private, Other, Some-college, United-States, Married-civ-spouse, Farming-fishing, Husband,10,177761,0,0,50,27, <=50K
 Female, Private, White, Some-college, Cuba, Married-civ-spouse, Adm-clerical, Wife,10,175689,0,0,14,59, >50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Exec-managerial, Husband,13,205100,15024,0,60,45, >50K
 Female, Private, White, Some-college, United-States, Never-married, Sales, Own-child,10,77759,0,0,15,21, <=50K
 Female, State-gov, White, Assoc-voc, United-States, Divorced, Prof-specialty, Unmarried,11,77905,0,0,40,51, <=50K
 Male, ?, White, 11th, United-States, Never-married, ?, Unmarried,7,193575,0,0,40,64, <=50K
 Male, State-gov, White, Doctorate, United-States, Married-civ-spouse, Prof-specialty, Husband,16,116520,0,0,40,41, >50K
 Female, ?, Asian-Pac-Islander, 12th, Germany, Never-married, ?, Own-child,8,85154,0,0,24,18, <=50K
 Male, Private, White, Masters, United-States, Married-spouse-absent, Prof-specialty, Not-in-family,14,180532,0,0,40,49, <=50K
 Male, Private, Black, HS-grad, United-States, Divorced, Machine-op-inspct, Own-child,9,508891,0,0,40,51, <=50K
 Female, Private, White, Some-college, United-States, Never-married, Handlers-cleaners, Own-child,10,211345,0,0,20,20, <=50K
 Male, Self-emp-not-inc, White, HS-grad, United-States, Married-civ-spouse, Sales, Husband,9,170877,0,0,48,69, <=50K
 Female, ?, White, HS-grad, United-States, Never-married, ?, Own-child,9,97318,0,0,35,18, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Handlers-cleaners, Husband,9,184105,0,0,50,43, <=50K
 Female, Private, Black, HS-grad, United-States, Divorced, Machine-op-inspct, Unmarried,9,150941,0,0,44,50, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Machine-op-inspct, Husband,9,303942,0,0,40,32, <=50K
 Male, Local-gov, White, HS-grad, United-States, Never-married, Farming-fishing, Own-child,9,273929,0,0,40,27, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Other-service, Husband,9,197077,0,0,40,38, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Machine-op-inspct, Husband,9,162825,0,0,40,62, >50K
 Male, Private, White, HS-grad, United-States, Divorced, Exec-managerial, Not-in-family,9,159869,0,0,44,46, <=50K
 Female, Private, White, Some-college, ?, Never-married, Tech-support, Own-child,10,158343,0,0,40,19, <=50K
 Male, ?, White, 10th, United-States, Never-married, ?, Own-child,6,406920,0,0,40,17, <=50K
 Female, Private, White, HS-grad, United-States, Never-married, Machine-op-inspct, Unmarried,9,227986,0,0,40,21, <=50K
 Female, Private, White, Bachelors, United-States, Never-married, Adm-clerical, Not-in-family,13,137527,0,0,50,36, <=50K
 Male, Private, White, 12th, United-States, Divorced, Handlers-cleaners, Not-in-family,8,180150,0,0,40,36, <=50K
 Male, Private, Asian-Pac-Islander, HS-grad, Philippines, Never-married, Machine-op-inspct, Own-child,9,239539,0,0,40,23, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Prof-specialty, Husband,13,281792,0,0,40,58, >50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Prof-specialty, Husband,13,224799,0,0,45,40, <=50K
 Female, Private, White, Some-college, United-States, Married-civ-spouse, Exec-managerial, Wife,10,292639,10566,0,35,64, <=50K
 Male, Private, White, 11th, United-States, Married-civ-spouse, Craft-repair, Husband,7,22313,0,0,20,66, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Sales, Husband,9,194636,0,0,40,42, <=50K
 Female, Private, White, Some-college, United-States, Widowed, Adm-clerical, Unmarried,10,156089,0,0,40,55, <=50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Exec-managerial, Husband,10,193720,0,1977,40,53, >50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Handlers-cleaners, Husband,9,218667,0,0,40,25, <=50K
 Female, Private, Black, Some-college, United-States, Never-married, Tech-support, Unmarried,10,358837,0,0,40,39, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Other-service, Own-child,9,174685,0,0,40,20, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Other-service, Husband,9,168854,0,0,54,32, <=50K
 Male, Private, White, Bachelors, United-States, Never-married, Sales, Unmarried,13,133696,0,0,65,28, <=50K
 Female, Federal-gov, White, Assoc-acdm, Poland, Never-married, Exec-managerial, Own-child,12,350680,0,0,40,23, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Other-service, Own-child,9,115215,0,0,25,18, <=50K
 Male, Self-emp-not-inc, White, HS-grad, United-States, Married-civ-spouse, Exec-managerial, Husband,9,152958,0,0,35,43, >50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,217200,0,0,40,29, <=50K
 Male, Private, White, Some-college, Dominican-Republic, Married-civ-spouse, Protective-serv, Husband,10,235124,0,0,46,32, <=50K
 Male, Local-gov, White, HS-grad, United-States, Divorced, Craft-repair, Unmarried,9,144949,0,0,40,31, <=50K
 Male, Private, White, 5th-6th, Mexico, Married-civ-spouse, Craft-repair, Husband,3,135470,0,0,40,60, <=50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Transport-moving, Husband,10,281209,0,0,50,42, <=50K
 Male, Private, White, Masters, United-States, Married-civ-spouse, Exec-managerial, Husband,14,155489,0,0,50,46, >50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,290306,0,0,40,38, >50K
 Female, Private, White, 11th, United-States, Never-married, Other-service, Own-child,7,182042,0,0,19,18, <=50K
 Female, Private, White, HS-grad, United-States, Never-married, Sales, Own-child,9,210008,0,0,40,31, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Sales, Husband,9,234938,4064,0,55,54, <=50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Sales, Husband,10,315423,0,2042,50,46, <=50K
 Male, Self-emp-not-inc, White, HS-grad, United-States, Never-married, Farming-fishing, Own-child,9,30244,0,0,80,27, <=50K
 Male, Local-gov, White, Bachelors, United-States, Married-civ-spouse, Prof-specialty, Husband,13,30008,0,0,45,50, >50K
 Male, Self-emp-not-inc, White, 7th-8th, United-States, Married-civ-spouse, Farming-fishing, Husband,4,201328,0,0,56,38, <=50K
 Female, State-gov, White, Masters, United-States, Never-married, Prof-specialty, Own-child,14,96468,0,0,40,36, <=50K
 Male, Private, White, HS-grad, Mexico, Divorced, Other-service, Not-in-family,9,486332,0,0,40,25, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Farming-fishing, Own-child,9,46162,0,0,25,19, <=50K
 Male, Local-gov, Asian-Pac-Islander, Some-college, Philippines, Married-civ-spouse, Other-service, Husband,10,98350,0,0,60,60, <=50K
 Male, Local-gov, White, 9th, United-States, Never-married, Other-service, Own-child,5,175958,0,0,40,45, <=50K
 Male, Private, White, Some-college, United-States, Never-married, Tech-support, Own-child,10,119309,0,1602,16,21, <=50K
 Male, Private, White, HS-grad, United-States, Divorced, Transport-moving, Not-in-family,9,175935,0,1980,46,42, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,204527,0,0,50,38, <=50K
 Male, ?, White, Some-college, United-States, Never-married, ?, Own-child,10,57827,0,0,40,22, <=50K
 Male, Private, Black, HS-grad, United-States, Never-married, Exec-managerial, Not-in-family,9,418176,0,0,32,19, <=50K
 Male, Private, White, Some-college, United-States, Never-married, Adm-clerical, Own-child,10,262744,0,0,40,23, <=50K
 Female, Private, White, Some-college, United-States, Never-married, Handlers-cleaners, Own-child,10,177287,0,0,30,24, <=50K
 Male, Private, White, Assoc-acdm, United-States, Divorced, Sales, Not-in-family,12,255004,0,0,52,30, <=50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Exec-managerial, Husband,10,183735,0,0,40,62, <=50K
 Male, Self-emp-not-inc, White, Prof-school, United-States, Never-married, Prof-specialty, Own-child,15,318644,0,0,20,26, <=50K
 Male, Federal-gov, White, Bachelors, United-States, Married-civ-spouse, Exec-managerial, Husband,13,132125,0,0,52,42, >50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,206051,0,0,40,33, <=50K
